total.voter,total.vote,valid.vote,opened.ballot,total.ballot,EVET.vote,EVET.ratio,HAYIR.vote,HAYIR.ratio,district.LAU,voter.count.Haziran,voted.count.Haziran,unchallenged.valid.vote.count.Haziran,challenged.valid.vote.count.Haziran,total.valid.vote.count.Haziran,invalid.vote.count.Haziran,AKP.Haziran,CHP.Haziran,HDP.Haziran,MHP.Haziran,voter.count.Kasim,voted.count.Kasim,unchallenged.valid.vote.count.Kasim,challenged.valid.vote.count.Kasim,total.valid.vote.count.Kasim,invalid.vote.count.Kasim,AKP.Kasim,CHP.Kasim,HDP.Kasim,MHP.Kasim,AKP.2018meclis,MHP.2018meclis,CHP.2018meclis,IYI.2018meclis,SP.2018meclis,HDP.2018meclis,VP.2018meclis,HUDAPAR.2018meclis,BGMSZ.2018meclis,voter.count.2018meclis,voted.count.2018meclis,total.valid.vote.count.2018meclis,invalid.vote.count.2018meclis,INCE.2018cb,AKSENER.2018cb,ERDOGAN.2018cb,DEMIRTAS.2018cb,KARAMOLLAOGLU.2018cb,PERINCEK.2018cb,voter.count.2018cb,voted.count.2018cb,total.valid.vote.count.2018cb,invalid.vote.count.2018cb,province.name,province.name.ascii,province.HASC,province.iso3166.2,province.iso3166.2.character,province.NUTS3,province.FIPS,province.population.2007,province.area.km2,region.code,district.name,district.name.ascii,district.name.ascii.normalized
24114,21285,21028,147,147,14369,6833,6659,3167,1124,24954,21525,21139,0,21139,386,12261,4077,340,3830,24640,21710,21436,0,21436,274,13569,4039,245,3067,11450,3567,3626,1760,179,710,27,286,0,24272,21973,21605,368,4688,1798,14656,114,153,11,24272,21974,21420,554,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,alaca,alaca,alaca
12956,11214,10947,79,79,9004,8225,1943,1775,1177,13663,11539,11254,0,11254,285,7962,1007,47,1732,13520,11794,11537,0,11537,257,8901,820,30,1360,8035,1136,691,1070,87,55,42,43,0,12906,11493,11159,334,979,1040,8930,28,78,36,12906,11491,11091,400,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,bayat,bayat,bayat
2953,2550,2495,20,20,2061,8261,434,1739,1778,3103,2628,2546,0,2546,82,1731,204,19,473,3063,2625,2575,0,2575,50,1949,198,24,302,1800,462,191,173,34,34,8,7,0,3120,2790,2709,81,276,157,2239,7,22,7,3120,2789,2708,81,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,boğazkale,bogazkale,bogazkale
203208,184396,181668,686,686,106681,5872,74987,4128,1259,196242,174094,170951,0,170951,3143,86906,47292,4651,26804,197671,178079,175846,0,175846,2233,100318,48380,4022,18812,85640,26792,46756,14974,2259,8712,283,175,0,205764,188857,185591,3266,61144,11529,108704,1054,1739,277,205764,188845,184447,4398,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,çorum merkez,corum merkez,corum
4792,4295,4164,22,22,2573,6179,1591,3821,1911,5180,4611,4453,0,4453,158,1982,1081,22,1113,5038,4468,4353,0,4353,115,2251,1102,12,779,2245,581,975,595,62,41,27,8,0,5108,4694,4534,160,1130,591,2717,15,41,24,5108,4696,4518,178,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,dodurga,dodurga,dodurga
25851,22419,21983,121,121,17188,7819,4795,2181,1414,26736,22916,22115,0,22115,801,13906,1978,98,4957,26535,23061,22489,0,22489,572,16470,1662,60,3382,14199,3529,1644,2036,299,113,122,70,0,25436,22778,22012,766,2419,1959,17054,61,241,57,25436,22779,21791,988,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,iskilip,iskilip,iskilip
12805,10808,10548,78,78,7688,7289,2860,2711,1445,13219,11402,11057,2,11059,343,6673,1916,41,1816,13234,11514,11227,0,11227,287,7586,1793,25,1356,7333,1243,1685,826,101,55,74,48,0,13316,11875,11365,510,2069,769,8346,36,83,38,13316,11876,11341,535,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,kargı,kargi,kargi
3647,3240,3139,21,21,2105,6706,1034,3294,1972,3909,3418,3309,0,3309,109,1768,698,35,649,3786,3327,3250,0,3250,77,1944,652,19,497,1781,418,603,178,41,60,22,13,0,3600,3240,3116,124,688,223,2117,20,28,13,3600,3240,3089,151,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,laçin,lacin,lacin
12349,11207,11018,68,68,6287,5706,4731,4294,1520,12815,11481,11289,0,11289,192,5533,4060,246,1126,12701,11439,11285,0,11285,154,6012,4046,178,817,5237,1254,3593,577,82,457,19,12,0,12329,11498,11231,267,4194,551,6292,61,44,14,12329,11498,11156,342,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,mecitözü,mecitozu,mecitozu
4437,4090,3972,17,17,2776,6989,1196,3011,1976,4699,4253,4115,0,4115,138,2500,922,9,510,4621,4215,4126,0,4126,89,2725,864,5,385,2410,351,800,294,36,17,26,19,0,4384,4103,3953,150,873,279,2726,12,33,19,4384,4105,3942,163,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,oğuzlar,oguzlar,oguzlar
5634,5015,4903,27,27,2816,5743,2087,4257,1556,5815,4984,4864,0,4864,120,2124,1350,144,1073,5621,4971,4858,0,4858,113,2522,1288,146,767,2090,765,1231,478,49,253,10,8,0,5552,5016,4884,132,1659,352,2757,33,46,7,5552,5014,4854,160,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,ortaköy,ortakoy,ortakoy
32899,29339,28685,138,138,19990,6969,8695,3031,1558,33101,28989,28313,0,28313,676,16162,4928,146,5850,32928,29272,28739,0,28739,533,18652,4740,87,4344,17618,3647,4360,2874,271,242,87,87,0,33135,30083,29186,897,5411,2856,20443,93,230,60,33135,30102,29093,1009,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,osmancık,osmancik,osmancik
36679,32021,31543,182,182,22471,7124,9072,2876,1642,37993,32790,32033,0,32033,757,18062,4224,276,8538,37518,32512,31974,0,31974,538,21064,4464,209,5485,18253,5039,4393,3651,302,423,80,76,0,36833,32943,32217,726,5727,3200,22666,86,227,71,36833,32934,31977,957,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,sungurlu,sungurlu,sungurlu
4827,4186,4145,29,29,3420,8251,725,1749,1850,4796,3988,3883,0,3883,105,2648,470,8,594,4668,4073,4015,0,4015,58,3105,433,9,348,2857,670,436,245,21,23,14,11,0,4934,4385,4277,108,475,217,3538,9,24,5,4934,4385,4268,117,çorum,corum,TR.CM,19,19,TR833,TU19,549828,12820,BS,uğurludağ,ugurludag,ugurludag
42995,39003,37360,134,134,20218,5412,17142,4588,1102,42720,38067,36869,0,36869,1198,18085,10431,377,6515,42663,38175,37212,0,37212,963,20358,10210,225,5080,18941,3138,9192,5460,350,386,158,137,162,43463,39605,37924,1681,10996,5143,21326,127,215,124,43463,39605,37931,1674,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,acıpayam,acipayam,acipayam
4871,4472,4250,20,20,2035,4788,2215,5212,1769,4925,4511,4405,0,4405,106,2149,1332,38,758,4931,4515,4390,0,4390,125,2450,1215,9,562,2121,382,1021,785,51,27,25,17,0,4993,4653,4429,224,1339,630,2427,14,26,17,4993,4656,4453,203,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,babadağ,babadag,babadag
4443,3943,3855,17,17,1819,4719,2036,5281,1881,4511,4083,3936,0,3936,147,1727,1258,37,763,4478,4062,3934,0,3934,128,1855,1261,14,646,1692,270,940,883,22,28,16,17,7,4473,4085,3875,210,1034,901,1927,19,15,12,4473,4085,3908,177,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,baklan,baklan,baklan
5806,5172,5060,23,23,1747,3453,3313,6547,1774,5999,5368,5228,0,5228,140,1683,2698,49,583,5956,5282,5151,0,5151,131,1763,2616,31,546,1655,259,2217,592,53,165,52,16,6,5722,5210,5015,195,2447,593,1878,24,20,58,5722,5210,5020,190,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,bekilli,bekilli,bekilli
5242,4760,4592,22,22,2366,5152,2226,4848,1888,5312,4793,4646,0,4646,147,2237,1498,25,714,5267,4771,4628,0,4628,143,2393,1389,16,660,2119,391,1108,797,29,33,26,22,4,5217,4757,4529,228,1265,815,2402,12,16,20,5217,4757,4530,227,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,beyağaç,beyagac,beyagac
8653,7857,7662,33,33,3071,4008,4591,5992,1889,8633,7831,7628,0,7628,203,2680,3504,88,1101,8651,7820,7651,0,7651,169,2987,3356,60,974,3273,404,2648,1147,50,102,26,17,6,8661,7994,7673,321,3158,1051,3359,79,23,17,8661,7995,7687,308,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,bozkurt,bozkurt,bozkurt
20813,18807,18359,74,74,7660,4172,10699,5828,1214,20804,18852,18393,0,18393,459,6790,6949,217,3820,20696,18741,18302,2,18304,437,7274,6710,124,3497,6854,1862,4914,4254,153,200,75,63,6,20942,19188,18381,807,6090,3820,8267,107,69,52,20942,19187,18405,782,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,buldan,buldan,buldan
15854,14397,13995,61,61,5405,3862,8590,6138,1224,16191,14711,14324,0,14324,387,4896,6005,113,2690,16014,14518,14159,0,14159,359,5305,6036,63,2177,4862,1118,4964,2567,127,206,77,43,10,15728,14564,13974,590,5599,2524,5611,56,103,58,15728,14566,13951,615,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,çal,cal,cal
14685,12957,12553,51,51,8823,7029,3730,2971,1226,14868,12955,12431,0,12431,524,8044,2428,59,1306,14834,13064,12679,0,12679,385,8470,2493,42,1027,8039,795,2014,1523,89,83,75,65,26,14791,13298,12709,589,2335,1436,8751,50,56,75,14791,13298,12703,595,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,çameli,cameli,cameli
6675,5926,5747,23,23,2476,4308,3271,5692,1233,6812,6068,5869,1,5870,198,2096,2602,39,940,6754,6036,5865,0,5865,171,2475,2338,30,805,2359,439,1881,1038,55,36,21,12,3,6664,6058,5844,214,2177,916,2684,29,36,11,6664,6058,5853,205,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,çardak,cardak,cardak
45685,40526,39497,155,155,17616,4460,21881,5540,1257,45141,40136,38836,0,38836,1300,14753,14889,507,7344,45265,40176,39212,0,39212,964,17272,14605,345,5713,16078,3040,12737,6491,376,506,174,119,22,45987,41163,39543,1620,13969,5817,18987,325,262,145,45987,41163,39505,1658,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,çivril,civril,civril
8227,7550,7289,34,34,3093,4243,4196,5757,1371,8467,7730,7476,5,7481,249,3016,3347,53,830,8359,7604,7390,0,7390,214,3073,3275,31,714,2648,454,2924,926,46,63,37,28,6,8071,7503,7132,371,3128,931,2996,27,25,24,8071,7505,7131,374,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,güney,guney,guney
22032,19848,19419,69,69,8060,4151,11359,5849,1803,20865,18539,18149,0,18149,390,6556,6991,605,3434,20752,18542,18209,0,18209,333,7585,6999,436,2643,7298,1750,5766,3566,147,884,93,70,9,21261,20243,19583,660,7262,3167,8642,442,88,73,21261,20247,19674,573,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,honaz,honaz,honaz
15169,13624,13200,55,55,8231,6236,4969,3764,1426,15240,13549,13078,0,13078,471,7693,2438,172,2306,15123,13559,13205,0,13205,354,8246,2576,117,1731,6567,1731,2143,2197,117,126,82,78,8,15190,13717,13049,668,2907,2102,7857,78,80,43,15190,13716,13067,649,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,kale,kale,kale
208451,189879,186750,535,535,76895,4118,109855,5882,2079,196273,177613,174554,1,174555,3058,62834,61885,11642,33125,199638,181166,178864,0,178864,2302,76203,62354,8827,27233,71716,18059,56466,33282,1794,12077,456,426,107,215760,198018,194383,3635,73441,24906,86659,7912,1127,381,215760,198014,194426,3588,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,merkezefendi,merkezefendi,merkezefendi
237629,214430,211125,613,613,92506,4382,118619,5618,1871,226652,203432,199921,2,199923,3509,77011,70810,7856,38555,229414,206309,202348,1231,203579,2730,93234,70010,5056,30533,86627,21431,60046,36217,1783,7222,522,386,156,241553,218993,214390,4603,77255,27938,103879,3628,1234,458,241553,218902,214392,4510,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,pamukkale,pamukkale,pamukkale
22596,20656,20245,75,75,6582,3251,13663,6749,1597,22275,20499,20069,0,20069,430,6168,8948,1498,3026,22289,20355,19956,0,19956,399,6358,8783,1226,3129,6216,1753,7429,3311,107,1592,82,62,4,23029,21115,20556,559,8880,2984,7368,1178,64,61,23029,21116,20535,581,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,sarayköy,saraykoy,saraykoy
10989,10063,9799,33,33,4777,4875,5022,5125,1840,10994,10082,9792,0,9792,290,4378,3088,76,1918,10966,10074,9848,0,9848,226,4912,2884,34,1722,4492,1062,2675,1686,73,84,21,22,7,11042,10429,10122,307,3151,1536,5341,21,55,20,11042,10431,10124,307,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,serinhisar,serinhisar,serinhisar
35393,30978,30228,119,119,16496,5457,13732,4543,1670,36291,31991,31141,0,31141,850,15153,9324,309,5229,35872,31862,31112,17,31129,733,16826,8831,190,4209,14727,3120,7179,5095,204,308,104,114,24,35350,32067,30875,1192,8668,4598,17247,115,131,82,35350,32072,30841,1231,denizli,denizli,TR.DN,20,20,TR322,TU20,907325,11868,AG,tavas,tavas,tavas
226387,183300,178166,586,586,49635,2786,128531,7214,2040,216037,188044,184001,0,184001,4043,22210,1679,149717,1903,218274,185611,180428,0,180428,5183,34316,2723,136728,1135,34969,1738,3710,3935,2723,134973,170,0,7849,232699,196166,190067,6099,10908,1631,45773,130666,1538,172,232699,196315,190688,5627,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,bağlar,baglar,baglar
65517,55435,54020,237,237,13706,2537,40314,7463,1195,62978,57376,56370,0,56370,1006,4827,201,49285,322,63452,58317,56877,0,56877,1440,8043,426,47689,169,9120,484,713,630,344,44500,49,0,1802,67195,59447,57642,1805,2360,272,11737,43318,258,35,67195,59470,57980,1490,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,bismil,bismil,bismil
29999,22514,21789,122,122,14166,6501,7623,3499,1249,29056,20942,20089,0,20089,853,7670,320,10004,177,28927,21890,21062,8,21070,820,12181,506,7642,100,10543,468,791,732,276,7065,80,0,1515,30594,22529,21470,1059,1834,388,12921,6141,202,89,30594,22529,21575,954,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,çermik,cermik,cermik
36760,30489,29707,146,146,12608,4244,17099,5756,1253,35046,30475,29912,0,29912,563,2988,67,23598,139,35014,30808,30074,0,30074,734,7224,119,22148,73,6345,168,284,329,221,19759,41,0,3459,37964,31723,30606,1117,686,106,10026,19876,170,39,37964,31744,30903,841,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,çınar,cinar,cinar
7959,5732,5392,45,45,3351,6215,2041,3785,1263,8144,6057,5656,0,5656,401,2277,247,2345,199,8069,5927,5415,116,5531,396,3134,410,1629,73,2703,196,539,344,120,1488,29,0,192,7986,6095,5611,484,989,219,3264,1094,72,29,7986,6101,5667,434,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,çüngüş,cungus,cungus
22477,15937,15029,83,83,6085,4049,8944,5951,1278,22221,18287,17460,0,17460,827,4154,89,12300,153,22171,17560,16752,0,16752,808,3052,125,10032,45,2721,139,181,2960,971,9209,38,0,342,22394,17515,16561,954,772,572,5021,9796,404,59,22394,17623,16624,999,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,dicle,dicle,dicle
13603,9615,8981,47,47,4445,4949,4536,5051,1791,13255,10882,10394,0,10394,488,2190,55,7528,183,13316,10507,9980,0,9980,527,2595,124,5865,70,2812,124,183,860,258,5402,31,0,318,14020,10781,9988,793,408,141,3760,5568,103,44,14020,10790,10024,766,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,eğil,egil,egil
77263,60748,58760,244,244,22262,3789,36498,6211,1315,73648,61515,59644,0,59644,1871,10176,1162,43785,436,74816,60520,58589,0,58589,1931,15725,1132,39093,307,14366,1228,1534,1760,1196,37851,109,0,3562,79624,64415,61606,2809,5131,788,19411,35504,748,149,79624,64387,61731,2656,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,ergani,ergani,ergani
18310,12802,12226,60,60,6860,5611,5366,4389,1381,17346,14144,13614,1,13615,529,2896,72,9405,149,17742,13539,12890,0,12890,649,4632,103,7266,72,3670,242,168,313,666,6291,36,0,1732,18723,13950,13118,832,433,127,6058,6346,247,50,18723,13981,13261,720,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,hani,hani,hani
9458,7407,7101,42,42,1774,2498,5327,7502,1389,9353,8185,7958,0,7958,227,378,56,7140,152,9284,7846,7620,0,7620,226,710,70,6603,123,965,294,76,64,44,5788,11,0,154,9628,7775,7396,379,230,65,1419,5756,37,10,9628,7851,7517,334,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,hazro,hazro,hazro
200750,164932,160639,517,517,49633,3090,111006,6910,2041,176849,154812,151236,0,151236,3576,22964,1199,118076,1620,182258,155788,151164,301,151465,4323,34287,2687,107152,1069,36273,1913,3847,5023,4075,120129,457,0,7561,214959,184370,179278,5092,14278,2020,48097,112984,2326,119,214959,184360,179824,4536,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,kayapınar,kayapinar,kayapinar
9573,8311,7994,34,34,1754,2194,6240,7806,1962,9296,9182,9109,0,9109,73,290,25,8707,42,9341,9193,9058,0,9058,135,464,53,8469,31,1118,92,113,72,63,6720,3,0,85,9726,8577,8266,311,281,29,1342,6643,57,7,9726,8647,8359,288,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,kocaköy,kocakoy,kocakoy
21036,16247,15617,88,88,6321,4048,9296,5952,1490,20882,17736,17260,0,17260,476,3353,114,13148,239,20616,16995,16468,0,16468,527,3845,140,12051,164,5137,218,293,213,99,10114,32,0,166,21479,17144,16272,872,443,107,5857,9969,77,19,21479,17211,16472,739,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,kulp,kulp,kulp
15933,13317,13053,81,81,1867,1430,11186,8570,1504,16033,15049,14890,0,14890,159,354,59,14297,93,15823,13904,13743,0,13743,161,410,53,13170,47,1002,289,210,131,52,11424,14,0,79,15862,13639,13201,438,430,105,1783,11404,44,9,15862,14105,13775,330,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,lice,lice,lice
47844,40142,38752,166,166,8157,2105,30595,7895,1624,47676,43180,42364,0,42364,816,2414,146,37663,339,47748,41711,40437,0,40437,1274,4244,219,35539,112,4840,316,431,270,198,32978,36,0,1682,49208,42471,40751,1720,955,187,7057,32820,186,30,49208,42684,41235,1449,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,silvan,silvan,silvan
67704,54339,52399,217,217,18371,3506,34028,6494,2042,69397,62161,60693,0,60693,1468,7304,279,49503,311,68532,60093,58310,0,58310,1783,11434,481,44154,127,11106,384,718,1242,876,34685,244,0,3610,66358,55027,52865,2162,2109,282,15663,34731,336,62,66358,55092,53183,1909,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,sur,sur,sur
122246,99671,96942,330,330,30745,3171,66197,6829,2043,122642,106582,104216,0,104216,2366,16277,1853,79675,2028,122787,103794,100912,278,101190,2604,22842,2951,70232,1241,21824,1631,2961,3862,1988,65325,112,0,3645,124972,104487,101348,3139,9027,1385,28267,61666,1223,81,124972,104489,101649,2840,diyarbakır,diyarbakir,TR.DY,21,21,TRC22,TU21,1460714,15355,SE,yenişehir,yenisehir,yenisehir
128300,113139,111416,346,346,30751,2760,80665,7240,1295,122568,106899,105355,0,105355,1544,24024,56276,4153,17411,123118,107369,106352,0,106352,1017,27700,60595,3219,11747,29423,5982,50116,19205,1420,5182,318,165,124,129665,113977,111935,2042,64152,10119,33984,2463,945,288,129665,114009,111951,2058,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,edirne merkez,edirne merkez,edirne
8725,7774,7628,33,33,1949,2555,5679,7445,1307,9019,8108,7976,0,7976,132,1608,4670,548,889,8889,7754,7668,0,7668,86,1636,4610,512,658,1661,271,4332,1137,68,646,33,23,1,9309,8398,8172,226,4912,839,1894,490,32,19,9309,8400,8186,214,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,enez,enez,enez
16099,14445,14164,52,52,3812,2691,10352,7309,1385,16312,14708,14389,0,14389,319,3233,7820,272,2358,16194,14477,14271,0,14271,206,3550,8300,248,1570,3531,648,6532,2487,238,381,56,43,14,15815,14384,13930,454,7546,1900,3999,285,157,29,15815,14387,13916,471,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,havsa,havsa,havsa
21998,19606,19172,68,68,6877,3587,12295,6413,1412,22474,19944,19468,0,19468,476,5362,9533,163,3709,22445,19754,19375,0,19375,379,5940,10213,125,2354,6562,928,8235,2748,130,199,63,78,10,21984,19661,18953,708,9383,2216,7171,135,78,45,21984,19662,19028,634,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,ipsala,ipsala,ipsala
61654,54323,53341,188,188,16992,3186,36349,6814,1464,60603,52842,51912,0,51912,930,14161,27515,1101,7370,60946,52606,51915,0,51915,691,15137,28798,783,5625,16057,2843,26194,6857,409,1419,140,97,23,62536,55365,54039,1326,30390,4826,17794,663,198,131,62536,55369,54002,1367,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,keşan,kesan,kesan
5429,4883,4762,31,31,2030,4263,2732,5737,1502,5585,4990,4852,9,4861,129,1615,2064,48,867,5504,4914,4830,0,4830,84,1835,2261,29,493,1833,280,1745,678,63,57,24,14,7,5373,4880,4701,179,1976,596,2030,30,36,19,5373,4887,4687,200,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,lalapaşa,lalapasa,lalapasa
11868,10141,9859,42,42,3291,3338,6568,6662,1523,12245,10536,10280,0,10280,256,2667,5516,72,1506,12224,10336,10068,0,10068,268,2852,5810,63,854,3180,354,4543,1375,71,119,43,45,7,11788,10249,9737,512,5003,1163,3454,67,64,35,11788,10251,9786,465,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,meriç,meric,meric
5071,4446,4360,18,18,1582,3628,2778,6372,1988,5340,4758,4653,0,4653,105,1407,2215,44,788,5279,4599,4527,0,4527,72,1526,2337,32,473,1411,298,1717,676,62,62,21,12,4,4932,4397,4263,134,1991,582,1626,25,42,18,4932,4400,4284,116,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,süloğlu,suloglu,suloglu
49358,43661,42644,156,156,11593,2719,31051,7281,1705,50032,43844,42900,0,42900,944,9265,25195,490,6390,49921,43430,42681,0,42681,749,10442,26250,350,4170,11030,1689,20589,7715,322,679,165,130,28,49212,43851,42347,1504,23876,5576,12264,335,164,136,49212,43855,42351,1504,edirne,edirne,TR.ED,22,22,TR212,TU22,396462,6276,MM,uzunköprü,uzunkopru,uzunkopru
2150,1712,1662,23,23,1009,6071,653,3929,1110,2304,1892,1839,0,1839,53,879,390,37,426,2291,1862,1826,0,1826,36,990,369,28,361,976,213,403,210,36,42,10,7,0,2285,1968,1897,71,486,200,1141,20,36,4,2285,1971,1887,84,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,ağın,agin,agin
4603,3971,3868,19,19,3071,7940,797,2060,1873,4751,3954,3830,0,3830,124,2239,120,877,357,4714,3980,3874,0,3874,106,2870,94,579,233,2380,392,294,181,61,478,2,100,0,4702,4014,3888,126,311,145,2944,443,48,8,4702,4014,3899,115,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,alacakaya,alacakaya,alacakaya
9397,7393,7081,38,38,5856,8270,1225,1730,1762,9330,7313,6925,0,6925,388,3846,157,2513,217,9210,7208,6907,0,6907,301,5053,60,1441,138,5148,347,227,119,132,1252,15,157,0,9622,7750,7397,353,406,78,5777,1108,107,17,9622,7780,7493,287,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,arıcak,aricak,aricak
9722,8764,8667,76,76,7523,8680,1144,1320,1173,10597,8945,8694,0,8694,251,6229,353,274,1583,10117,8907,8780,0,8780,127,7225,392,173,841,6414,862,658,466,107,159,10,25,0,10050,8872,8701,171,821,406,7285,68,102,11,10050,8870,8693,177,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,baskil,baskil,baskil
302990,257112,252015,882,882,175692,6971,76323,3029,1298,290272,243269,236499,0,236499,6770,121289,17415,29701,58247,293516,248994,244575,0,244575,4419,159481,16683,23105,38892,133155,39031,30507,23429,4461,20988,330,2823,4,305354,260690,254728,5962,44511,18640,174558,11587,3936,269,305354,260779,253501,7278,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,elazığ merkez,elazig merkez,elazig
19525,15761,15324,119,119,8857,5780,6467,4220,1438,19586,15700,15258,0,15258,442,5985,361,7669,341,19443,15764,15290,0,15290,474,7482,457,6392,260,7160,566,718,251,573,6600,48,204,0,20043,16747,16120,627,2044,212,8121,5377,401,21,20043,16813,16176,637,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,karakoçan,karakocan,karakocan
4820,4263,4192,40,40,3244,7739,948,2261,1455,5180,4390,4303,0,4303,87,2683,432,280,720,5053,4427,4374,0,4374,53,3181,361,217,491,2613,658,551,367,51,192,11,11,0,5038,4532,4454,78,792,314,3189,76,51,8,5038,4534,4430,104,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,keban,keban,keban
25733,20691,20250,124,124,17227,8507,3023,1493,1820,25328,20189,19601,0,19601,588,12643,408,4653,997,25359,20513,20051,0,20051,462,16022,286,2625,587,14010,1636,603,408,317,2548,84,963,0,26140,21133,20569,564,1028,335,16668,2277,292,17,26140,21155,20617,538,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,kovancılar,kovancilar,kovancilar
8576,6295,6118,49,49,4082,6672,2036,3328,1506,9066,7091,6894,2,6896,195,3049,606,901,2029,8826,6829,6639,1,6640,189,3997,629,517,1301,3537,709,1044,608,49,496,23,75,0,8433,6761,6541,220,1395,506,4259,299,44,14,8433,6765,6517,248,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,maden,maden,maden
13068,11420,11191,65,65,10313,9215,878,785,1566,13160,10514,10032,0,10032,482,7009,662,1225,477,12986,10805,10559,0,10559,246,9233,86,519,376,7402,1414,237,216,250,567,15,809,0,13082,11203,10910,293,371,182,9611,522,239,11,13082,11245,10936,309,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,palu,palu,palu
6052,4954,4854,60,60,3899,8033,955,1967,1631,6616,5383,5226,0,5226,157,3131,343,386,1159,6450,5300,5193,0,5193,107,3820,330,219,678,3348,852,586,248,74,140,11,15,0,6270,5404,5274,130,669,261,4180,84,75,11,6270,5405,5280,125,elazığ,elazig,TR.EG,23,23,TRB12,TU23,541258,9153,EA,sivrice,sivrice,sivrice
