total.voter,total.vote,valid.vote,opened.ballot,total.ballot,EVET.vote,EVET.ratio,HAYIR.vote,HAYIR.ratio,district.LAU,voter.count.Haziran,voted.count.Haziran,unchallenged.valid.vote.count.Haziran,challenged.valid.vote.count.Haziran,total.valid.vote.count.Haziran,invalid.vote.count.Haziran,AKP.Haziran,CHP.Haziran,HDP.Haziran,MHP.Haziran,voter.count.Kasim,voted.count.Kasim,unchallenged.valid.vote.count.Kasim,challenged.valid.vote.count.Kasim,total.valid.vote.count.Kasim,invalid.vote.count.Kasim,AKP.Kasim,CHP.Kasim,HDP.Kasim,MHP.Kasim,AKP.2018meclis,MHP.2018meclis,CHP.2018meclis,IYI.2018meclis,SP.2018meclis,HDP.2018meclis,VP.2018meclis,HUDAPAR.2018meclis,BGMSZ.2018meclis,voter.count.2018meclis,voted.count.2018meclis,total.valid.vote.count.2018meclis,invalid.vote.count.2018meclis,INCE.2018cb,AKSENER.2018cb,ERDOGAN.2018cb,DEMIRTAS.2018cb,KARAMOLLAOGLU.2018cb,PERINCEK.2018cb,voter.count.2018cb,voted.count.2018cb,total.valid.vote.count.2018cb,invalid.vote.count.2018cb,province.name,province.name.ascii,province.HASC,province.iso3166.2,province.iso3166.2.character,province.NUTS3,province.FIPS,province.population.2007,province.area.km2,region.code,district.name,district.name.ascii,district.name.ascii.normalized
16934,13717,13507,140,140,7625,5645,5882,4355,1576,17812,14683,14373,0,14373,310,5018,2792,384,4513,17586,14520,14276,0,14276,244,6999,2722,285,3854,5098,3089,1929,3529,143,335,32,41,8,17042,14533,14204,329,3452,2014,8404,106,108,27,17042,14530,14111,419,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,pınarbaşı,pinarbasi,pinarbasi
10506,8779,8586,45,45,5613,6537,2973,3463,1603,10867,9188,8881,1,8882,306,4245,1890,89,2243,10855,9132,8946,0,8946,186,5352,1657,45,1596,4156,2167,1739,854,138,210,21,30,3,10853,9586,9318,268,2167,845,6128,32,76,16,10853,9593,9264,329,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,sarıoğlan,sarioglan,sarioglan
7385,5906,5807,48,48,3125,5381,2682,4619,1605,7851,6468,6310,0,6310,158,2243,1480,679,1700,7724,6209,6118,0,6118,91,2593,1163,622,1562,1936,1636,1103,906,68,711,19,14,0,7845,6598,6393,205,1949,908,3343,128,32,9,7845,6599,6369,230,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,sarız,sariz,sariz
98651,88277,87164,258,258,51972,5963,35192,4037,1846,87222,76482,75123,0,75123,1359,34571,10945,1704,24227,89963,80182,79328,0,79328,854,46324,12124,1025,17914,38885,21642,14350,13039,1824,1843,167,86,135,103995,93266,91971,1295,22848,9417,57580,394,1107,176,103995,93233,91522,1711,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,talas,talas,talas
16234,14032,13810,76,76,10027,7261,3783,2739,1680,16714,14247,13905,0,13905,342,7415,1831,79,3963,16615,14285,14051,0,14051,234,9441,1643,53,2511,7304,3787,1723,1432,218,91,28,23,5,16643,14999,14611,388,2233,1195,10884,32,172,25,16643,14999,14541,458,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,tomarza,tomarza,tomarza
25774,23016,22669,86,86,18800,8293,3869,1707,1715,25566,22297,21857,0,21857,440,15573,1120,120,4153,25859,23234,22890,0,22890,344,18446,1012,65,2786,15505,4671,1268,1652,420,111,25,37,4,26262,24096,23693,403,1900,1540,19768,79,294,18,26262,24101,23599,502,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,yahyalı,yahyali,yahyali
12028,10741,10553,47,47,6620,6273,3933,3727,1727,11901,10614,10354,2,10356,258,5433,2000,107,2383,12022,10784,10595,0,10595,189,6571,1929,48,1767,5404,1899,2048,1242,147,91,22,27,6,12217,11179,10886,293,2447,1250,6980,38,99,22,12217,11175,10836,339,kayseri,kayseri,TR.KY,38,38,TR721,TU38,1165088,16917,CA,yeşilhisar,yesilhisar,yesilhisar
38604,34840,34260,117,117,7767,2267,26493,7733,1163,39207,34901,34307,0,34307,594,6706,19333,628,6585,38797,34171,33609,127,33736,435,6945,21911,512,3542,6819,1504,19500,5227,206,881,123,52,3,38687,35070,34315,755,22695,3230,7860,373,107,105,38687,35071,34370,701,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,babaeski,babaeski,babaeski
6508,5660,5501,28,28,2455,4463,3046,5537,1270,6505,5612,5454,0,5454,158,1898,1927,198,1166,6488,5576,5443,0,5443,133,2280,2079,136,733,2311,460,1915,784,42,181,21,11,1,6668,5943,5726,217,2269,604,2698,134,19,22,6668,5946,5746,200,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,demirköy,demirkoy,demirkoy
70585,62409,61464,206,206,20316,3305,41148,6695,1471,67527,59266,58233,1,58234,1032,14799,24324,1551,15774,67971,59552,58670,1,58671,881,19495,29137,1222,7377,18663,3057,25748,11880,356,2145,167,105,29,71513,63587,62150,1437,32342,6764,21536,1069,255,176,71513,63598,62142,1456,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,kırklareli merkez,kirklareli merkez,kirklareli
2085,1879,1826,18,18,657,3598,1169,6402,1480,2200,1995,1960,0,1960,35,559,937,16,349,2193,1973,1947,0,1947,26,643,992,18,227,636,105,785,303,10,14,20,9,1,2050,1931,1883,48,897,232,722,12,7,19,2050,1932,1889,43,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,kofçaz,kofcaz,kofcaz
111981,102153,100724,307,307,27310,2711,73414,7289,1505,108036,96774,95477,3,95480,1294,21169,51553,2510,17854,108915,97907,97056,0,97056,851,25492,56731,1986,10885,25049,4303,52317,15863,605,3323,239,93,16,113453,103452,101808,1644,63456,8206,28225,1532,334,200,113453,103469,101953,1516,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,lüleburgaz,luleburgaz,luleburgaz
3223,2882,2842,13,13,811,2854,2031,7146,1572,3422,3018,2954,0,2954,64,652,1442,25,721,3373,2910,2859,0,2859,51,634,1734,19,381,746,111,1261,603,14,25,13,4,1,3189,2867,2778,89,1450,496,805,13,8,8,3189,2869,2780,89,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,pehlivanköy,pehlivankoy,pehlivankoy
14798,13177,12940,47,47,3933,3039,9007,6961,1577,14917,13340,13098,0,13098,242,3236,6222,222,2911,14962,13226,13019,0,13019,207,3874,6711,173,1867,3706,744,5923,2065,82,312,37,34,3,14689,13225,12906,319,6895,1492,4308,136,34,40,14689,13236,12905,331,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,pınarhisar,pinarhisar,pinarhisar
22235,19911,19564,70,70,5304,2711,14260,7289,1714,22336,20000,19602,0,19602,398,4327,10160,165,4100,22154,19684,19337,0,19337,347,4851,10034,111,3745,5089,1242,9393,3576,127,242,55,50,7,22425,20341,19781,560,11186,2483,5934,113,59,42,22425,20346,19817,529,kırklareli,kirklareli,TR.KL,39,39,TR213,TU39,333256,6550,MM,vize,vize,vize
3112,2602,2566,23,23,2011,7837,555,2163,1869,3217,2727,2648,0,2648,79,1582,224,29,696,3222,2616,2551,0,2551,65,1865,184,9,416,1704,438,243,221,32,13,12,6,2,3171,2750,2671,79,276,261,2063,12,18,4,3171,2758,2634,124,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,akçakent,akcakent,akcakent
5815,4906,4787,34,34,2916,6091,1871,3909,1754,6048,5067,4929,0,4929,138,2178,1181,70,1283,6017,4930,4824,0,4824,106,2716,1081,51,813,2684,571,1233,455,34,34,24,13,2,5955,5205,5050,155,1350,516,3070,24,34,16,5955,5205,5010,195,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,akpınar,akpinar,akpinar
4279,3749,3671,23,23,1578,4299,2093,5701,1890,4233,3824,3752,0,3752,72,1231,832,1034,573,4258,3809,3745,0,3745,64,1448,930,805,486,1292,332,1312,179,28,701,3,3,1,4367,3942,3851,91,1437,269,1637,486,20,4,4367,3945,3853,92,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,boztepe,boztepe,boztepe
11109,9311,9106,67,67,6483,7119,2623,2881,1254,11258,9476,9242,0,9242,234,4763,872,481,2802,11197,9467,9266,0,9266,201,5782,821,350,2045,4899,1974,1029,745,127,425,20,57,3,11146,9554,9279,275,1436,992,6458,213,95,23,11146,9567,9217,350,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,çiçekdağı,cicekdagi,cicekdagi
27371,21646,21201,108,108,11264,5313,9937,4687,1429,27448,21804,21197,0,21197,607,8093,5088,421,6934,27519,21759,21317,0,21317,442,11007,4314,243,5242,9499,3224,5857,2472,177,371,66,49,68,27437,22502,21783,719,6250,2758,12357,197,115,63,27437,22511,21740,771,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,kaman,kaman,kaman
97674,83941,82483,294,294,41103,4983,41380,5017,1472,93333,80940,79435,0,79435,1505,29294,15353,5824,27015,94273,81100,79860,79,79939,1161,38458,14084,4626,20832,31575,15521,23041,9319,901,4319,136,113,21,99218,86749,84946,1803,25583,10852,44473,2751,783,130,99218,86796,84572,2224,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,kırşehir merkez,kirsehir merkez,kirsehir
13949,12128,11937,78,78,7007,5870,4930,4130,1529,13843,12086,11842,0,11842,244,5575,2201,224,3479,13862,12224,12064,0,12064,160,6504,2491,152,2629,5577,2011,3377,1036,105,166,22,13,4,14198,12595,12311,284,3081,1454,7490,148,86,17,14198,12599,12276,323,kırşehir,kirsehir,TR.KH,40,40,TR715,TU40,223170,6570,CA,mucur,mucur,mucur
62871,57736,56774,174,174,37948,6684,18826,3316,2058,56139,50711,49651,0,49651,1060,29132,7644,1649,6937,57691,53283,52548,40,52588,695,35604,8153,1106,5599,34467,6693,8780,6075,2055,1999,94,84,16,66499,61256,60263,993,12790,4238,40858,848,1376,87,66499,61255,60197,1058,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,başiskele,basiskele,basiskele
84290,75432,74257,212,212,44425,5983,29832,4017,2059,75032,65836,64536,0,64536,1300,31828,13759,6074,8885,77373,69606,68661,3,68664,942,40697,14285,5209,6525,38407,9669,14767,5277,1709,7221,89,121,29,88216,78674,77289,1385,20653,3673,47445,4157,1164,101,88216,78653,77193,1460,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,çayırova,cayirova,cayirova
133726,119881,117936,335,335,67870,5755,50066,4245,2060,121061,105903,103610,0,103610,2293,48859,20483,12824,16275,124800,111936,110428,1,110429,1507,62784,21510,10721,12552,58036,14370,21661,10073,2046,14167,268,187,81,138467,123036,120889,2147,31113,7064,71067,9921,1358,165,138467,123036,120688,2348,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,darıca,darica,darica
101492,91109,89586,265,265,46970,5243,42616,4757,2030,97842,86200,84313,0,84313,1887,36137,22671,5618,14905,98703,88642,87430,0,87430,1212,45441,22895,4529,11906,40643,10556,20150,10927,1879,6023,196,655,35,103074,92891,91064,1827,29009,7840,50132,2632,1174,139,103074,92886,90926,1960,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,derince,derince,derince
30065,26243,25528,79,79,15478,6063,10050,3937,2061,28805,25421,24728,0,24728,693,9923,1619,9762,2502,28976,25834,25259,0,25259,575,14057,1683,7021,1802,12266,2443,1572,1444,310,8381,35,145,8,31109,27398,26604,794,2888,1134,15279,7019,211,52,31109,27387,26583,804,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,dilovası,dilovasi,dilovasi
252542,226601,223059,638,638,134134,6013,88925,3987,1338,238041,208850,204438,51,204489,4361,100384,44356,14398,32294,242074,218156,215168,8,215176,2980,128570,44218,11525,23560,114856,29560,42082,20549,4698,15278,391,287,153,259788,232259,227854,4405,59868,13226,141629,9198,3050,363,259788,232244,227334,4910,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,gebze,gebze,gebze
114073,102252,100749,303,303,55016,5461,45733,4539,1355,107632,94476,92584,2,92586,1890,41742,27121,3226,14155,109361,97623,96433,3,96436,1187,52701,26198,2248,12220,49251,10237,23593,12832,2557,3654,164,115,31,116600,104307,102434,1873,32088,7873,58705,1944,1696,161,116600,104314,102467,1847,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,gölcük,golcuk,golcuk
252790,226892,223019,689,689,111107,4982,111912,5018,2062,244277,215364,210084,515,210599,4765,86540,68315,9291,31210,245912,220234,216289,979,217268,2966,110528,68481,7178,23678,98987,22953,58785,29557,5108,10024,442,314,90,255778,230498,226260,4238,78286,19668,120185,4432,3236,407,255778,230521,226214,4307,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,izmit,izmit,izmit
37174,33034,32296,170,170,20020,6199,12276,3801,1430,34812,31154,30222,0,30222,932,16095,7432,322,4270,34495,31148,30561,0,30561,587,19321,6921,194,2828,16818,4583,5788,3594,649,1080,147,87,13,35546,33992,32759,1233,7742,3331,20791,391,422,91,35546,33978,32768,1210,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,kandıra,kandira,kandira
42114,36507,35853,124,124,20316,5666,15537,4334,1440,40755,34916,34099,0,34099,817,15942,8985,969,5319,41239,35915,35370,1,35371,544,20062,8796,693,4235,18486,3315,8059,4511,1231,1008,69,51,12,42745,37511,36742,769,10894,2955,21490,476,880,46,42745,37521,36741,780,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,karamürsel,karamursel,karamursel
79297,71941,70667,212,212,44354,6276,26313,3724,2063,74194,65997,64516,0,64516,1481,34024,14331,2682,9320,75363,68567,67606,0,67606,961,42672,14173,2118,6629,39650,7973,12836,7570,1689,3103,111,120,14,81922,74625,73066,1559,17302,5366,47253,2082,960,112,81922,74627,73075,1552,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,kartepe,kartepe,kartepe
110921,98882,97166,293,293,52536,5407,44630,4593,1821,103181,90659,88798,0,88798,1861,37027,19872,10457,15359,104546,93510,92243,1,92244,1266,48570,20281,7934,12059,44524,12400,18673,10789,2497,11131,199,198,22,114658,102402,100433,1969,26864,7742,56040,7819,1625,172,114658,102391,100262,2129,kocaeli,kocaeli,TR.KC,41,41,TR421,TU41,1437926,3626,MM,körfez,korfez,korfez
3468,2969,2868,18,18,2014,7022,854,2978,1868,3458,2880,2769,0,2769,111,1798,291,16,525,3457,2968,2891,0,2891,77,2168,263,5,359,1778,500,236,398,59,9,12,10,2,3592,3140,3004,136,337,368,2245,7,29,11,3592,3140,2997,143,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,ahırlı,ahirli,ahirli
4654,3943,3861,18,18,2973,7700,888,2300,1753,4356,3736,3631,0,3631,105,2592,281,11,623,4312,3793,3708,0,3708,85,2907,242,2,486,2467,610,176,366,41,8,6,7,0,4300,3802,3681,121,273,368,2981,7,22,4,4300,3802,3655,147,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,akören,akoren,akoren
70043,59525,58179,206,206,34289,5894,23890,4106,1122,69375,58570,57155,0,57155,1415,28148,11697,813,14579,69204,58956,57905,0,57905,1051,35308,10885,390,10011,29840,8694,9700,8576,730,848,183,119,16,70004,60479,58706,1773,12877,7697,37130,306,453,149,70004,60480,58612,1868,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,akşehir,aksehir,aksehir
9611,8933,8823,43,43,7652,8673,1171,1327,1760,9725,8864,8741,0,8741,123,7099,516,39,740,9605,9102,9020,0,9020,82,8026,398,11,432,6401,1332,467,518,210,27,4,13,0,9707,9098,8972,126,666,523,7592,12,126,7,9707,9101,8926,175,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,altınekin,altinekin,altinekin
52207,45854,44290,168,168,31521,7117,12769,2883,1188,51081,44320,43007,0,43007,1313,23715,2298,192,15112,51070,45050,44111,0,44111,939,31448,3709,97,7533,25829,8176,3480,7489,956,211,101,99,13,53130,47642,46354,1288,5645,6432,33339,89,599,88,53130,47639,46192,1447,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,beyşehir,beysehir,beysehir
19537,16776,16317,80,80,11873,7276,4444,2724,1207,19912,16506,15254,669,15923,583,10602,1528,70,2819,19919,16994,16588,1,16589,405,12375,1435,53,2208,9417,3237,1476,1673,307,105,44,37,59,19540,16983,16355,628,2088,1651,12302,34,181,46,19540,16996,16302,694,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,bozkır,bozkir,bozkir
7092,5859,5751,24,24,4037,7020,1714,2980,1902,7274,5895,5786,0,5786,109,3606,615,108,1281,7208,5961,5872,0,5872,89,4376,578,42,779,3504,695,570,921,90,68,20,26,3,7131,6069,5897,172,798,899,4122,29,55,16,7131,6070,5919,151,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,çeltik,celtik,celtik
36505,28113,27598,129,129,16672,6041,10926,3959,1222,36816,29554,28994,0,28994,560,13141,2214,10246,2594,36529,28924,28483,0,28483,441,16423,2213,8015,1377,12649,3045,2381,1121,310,8638,35,94,15,36705,28952,28288,664,4563,1018,15691,6667,266,32,36705,28939,28237,702,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,cihanbeyli,cihanbeyli,cihanbeyli
45293,41016,40227,146,146,31833,7913,8394,2087,1262,43779,39801,39041,0,39041,760,28249,2041,291,6941,43973,40506,39934,0,39934,572,31871,1692,127,5419,24930,9720,1888,3951,851,207,41,61,12,46009,42441,41661,780,3079,4133,33441,162,523,49,46009,42445,41387,1058,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,çumra,cumra,cumra
3330,3030,2942,16,16,2024,6880,918,3120,1907,3441,2998,2895,0,2895,103,1686,654,13,421,3418,3119,3039,0,3039,80,2018,605,8,328,1730,361,547,237,73,11,12,9,1,3303,3060,2981,79,583,235,2077,8,34,9,3303,3060,2946,114,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,derbent,derbent,derbent
5244,3893,3750,19,19,2657,7085,1093,2915,1789,5806,4331,4193,0,4193,138,2621,260,5,1165,5570,4201,4084,0,4084,117,2798,303,8,830,2391,592,260,713,42,12,15,16,1,5093,4226,4042,184,385,670,2912,6,38,7,5093,4226,4018,208,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,derebucak,derebucak,derebucak
13434,11668,11084,44,44,7106,6411,3978,3589,1285,13983,12055,11417,0,11417,638,6288,1975,58,2319,13795,11927,11406,0,11406,521,7335,1880,23,1609,6240,1043,1731,1570,270,56,60,42,7,13255,11853,11019,834,2073,1445,7204,38,163,61,13255,11853,10984,869,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,doğanhisar,doganhisar,doganhisar
5706,4736,4610,23,23,2896,6282,1714,3718,1920,5702,4474,4339,0,4339,135,2693,688,37,783,5688,4726,4618,0,4618,108,3277,741,3,491,2529,688,849,516,55,23,14,21,2,5781,4836,4697,139,1025,510,3077,7,34,7,5781,4836,4660,176,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,emirgazi,emirgazi,emirgazi
101134,87111,85398,290,290,45109,5282,40289,4718,1312,97587,82541,80857,0,80857,1684,35883,19437,3024,20289,97955,84075,82745,0,82745,1330,45587,18510,2030,15026,34396,16897,19932,11374,1294,3461,182,157,20,102705,89942,87713,2229,25489,10351,49138,1755,690,155,102705,89954,87578,2376,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,ereğli,eregli,eregli
6772,6370,6266,27,27,5609,8951,657,1049,1933,6735,6267,6145,0,6145,122,5087,172,13,626,6776,6389,6305,0,6305,84,5618,154,4,423,4590,1056,181,319,113,6,2,2,2,6756,6381,6271,110,259,320,5586,5,92,4,6756,6384,6266,118,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,güneysınır,guneysinir,guneysinir
9047,7936,7746,44,44,5757,7432,1989,2568,1375,9384,8189,7929,0,7929,260,5672,680,50,1164,9294,8360,8200,0,8200,160,6436,630,19,891,4631,1386,650,914,173,52,28,18,3,9019,8103,7855,248,866,930,5865,34,117,13,9019,8104,7825,279,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,hadim,hadim,hadim
3250,2848,2781,19,19,2051,7375,730,2625,1937,3350,2871,2805,0,2805,66,1801,300,11,586,3306,2888,2832,0,2832,56,2070,274,5,426,1695,512,320,297,25,15,10,7,1,3279,2965,2882,83,389,296,2170,6,23,5,3279,2965,2889,76,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,halkapınar,halkapinar,halkapinar
12468,10806,10518,41,41,6664,6336,3854,3664,1804,12741,10989,10630,0,10630,359,5909,1596,49,2642,12724,11102,10832,0,10832,270,6966,1726,10,1851,5837,1467,1605,1765,187,68,42,32,2,12670,11458,11005,453,2043,1687,7143,19,108,33,12670,11462,11033,429,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,hüyük,huyuk,huyuk
40708,35557,34594,132,132,22982,6643,11612,3357,1400,40892,35249,34276,0,34276,973,20090,5099,273,7322,40818,35603,34872,0,34872,731,23439,4307,135,5942,17616,7560,4192,4741,749,248,90,77,14,41114,36570,35287,1283,5570,4919,23892,150,515,84,41114,36567,35130,1437,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,ılgın,ilgin,ilgin
21512,19457,19193,90,90,15591,8123,3602,1877,1422,21828,19573,19148,0,19148,425,14225,1513,162,2314,21700,19827,19573,0,19573,254,16249,1276,72,1519,12297,4166,1352,1243,411,76,22,24,8,21871,19970,19599,371,1856,1331,15970,39,316,27,21871,19971,19539,432,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,kadınhanı,kadinhani,kadinhani
33279,29259,28791,99,99,18693,6493,10098,3507,1441,32044,27188,26628,0,26628,560,16701,4428,122,4262,32215,28575,28131,0,28131,444,20363,4169,69,2926,16065,5309,4618,2432,626,137,47,50,7,33768,30091,29291,800,5679,2384,20758,82,360,37,33768,30093,29300,793,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,karapınar,karapinar,karapinar
200330,179403,176684,527,527,149578,8466,27106,1534,1814,189332,167471,164497,2,164499,2972,128347,6436,7433,15036,191809,174274,172332,0,172332,1942,148048,5710,4650,10518,129797,27032,7146,8711,4751,5832,141,839,125,206841,187890,184374,3516,11351,8011,156743,4951,2926,165,206841,187889,184147,3742,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,karatay,karatay,karatay
34472,24298,23809,113,113,16418,6896,7391,3104,1491,34495,25550,24977,0,24977,573,13692,1218,7012,2180,34021,24627,24201,0,24201,426,16149,1157,4947,1422,14234,2463,1408,920,426,5686,32,56,6,34782,26028,25231,797,2467,796,16952,4747,294,30,34782,26030,25286,744,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,kulu,kulu,kulu
231091,209201,205870,607,607,164218,7977,41652,2023,1827,225626,202452,198820,0,198820,3632,149536,13190,3640,23789,227271,208640,205216,992,206208,2432,168313,13254,2454,17883,141109,28795,13964,14936,5721,3146,217,234,128,231848,211919,208250,3669,21556,12456,168004,1890,3493,253,231848,211926,207652,4274,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,meram,meram,meram
18623,16695,16406,61,61,13372,8151,3034,1849,1598,18479,16547,16234,0,16234,313,11731,1125,299,2013,18538,16837,16678,0,16678,159,13677,1012,97,1336,11874,2303,1021,1148,707,158,17,13,2,19048,17560,17243,317,1428,1103,14009,122,504,14,19048,17534,17180,354,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,sarayönü,sarayonu,sarayonu
412004,368828,362995,1038,1038,264777,7294,98218,2706,1839,388397,342210,335982,317,336299,5911,222655,27645,15227,56085,391972,353781,349954,196,350150,3631,263422,27783,9836,42095,224695,60293,33081,34515,10402,12968,449,575,122,426683,382952,377100,5852,52212,29446,279783,8073,5940,530,426683,382945,375984,6961,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,selçuklu,selcuklu,selcuklu
47446,42588,41261,152,152,24463,5929,16798,4071,1617,46332,41364,40099,0,40099,1265,20306,8559,291,8412,46729,42145,41145,0,41145,1000,24711,8136,142,6681,20827,5609,8107,6037,1310,452,123,91,17,48103,44092,42573,1519,10312,5607,25527,188,779,119,48103,44092,42532,1560,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,seydişehir,seydisehir,seydisehir
4609,4007,3904,18,18,2870,7351,1034,2649,1848,4771,4278,4145,0,4145,133,3013,239,13,664,4716,4407,4328,0,4328,79,3486,195,4,497,2543,508,271,477,145,16,11,9,2,4512,4099,3982,117,397,524,2949,10,86,11,4512,4099,3977,122,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,taşkent,taskent,taskent
5219,4370,4223,21,21,2437,5771,1786,4229,1990,5376,4411,4265,0,4265,146,2098,1162,31,850,5363,4363,4286,0,4286,77,2401,1070,15,690,2171,468,1043,580,50,30,13,7,1,5241,4562,4363,199,1153,579,2563,10,38,16,5241,4563,4359,204,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,tuzlukçu,tuzlukcu,tuzlukcu
1289,1030,1008,6,6,809,8026,199,1974,1994,1362,1124,1079,0,1079,45,724,77,6,233,1322,1128,1104,0,1104,24,835,73,3,161,759,156,52,159,12,1,2,1,0,1339,1177,1142,35,88,129,901,0,12,3,1339,1177,1133,44,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,yalıhüyük,yalihuyuk,yalihuyuk
16220,12616,12322,68,68,9536,7739,2786,2261,1735,16867,13028,12705,0,12705,323,8587,807,944,1938,16565,12842,12605,0,12605,237,9851,845,327,1342,8260,1749,967,1040,165,571,21,41,5,16282,13204,12819,385,1525,1087,9790,273,115,33,16282,13207,12823,384,konya,konya,TR.KO,42,42,TR521,TU71,1959082,38157,CA,yunak,yunak,yunak
12365,10680,10421,51,51,7704,7393,2717,2607,1132,12937,11328,11014,0,11014,314,5946,1445,73,2559,12657,11082,10869,0,10869,213,7434,1322,29,1622,6253,2016,1224,967,144,64,29,23,0,12447,11019,10720,299,1502,1014,7952,33,108,20,12447,11019,10629,390,kütahya,kutahya,TR.KU,43,43,TR333,TU43,583910,11875,AG,altıntaş,altintas,altintas
7661,7039,6878,39,39,5937,8632,941,1368,1764,8063,7285,7094,0,7094,191,4925,354,27,1436,7949,7291,7188,0,7188,103,5852,269,14,839,4405,1615,289,502,67,10,16,11,0,7501,7051,6915,136,376,541,5835,10,59,10,7501,7051,6831,220,kütahya,kutahya,TR.KU,43,43,TR333,TU43,583910,11875,AG,aslanapa,aslanapa,aslanapa
5657,4919,4773,31,31,3429,7184,1344,2816,1898,6024,5241,5024,1,5025,216,2758,722,23,1116,5925,5174,5004,0,5004,170,3358,677,16,680,2774,664,585,472,91,32,20,26,0,5460,4854,4664,190,739,487,3278,16,78,26,5460,4854,4624,230,kütahya,kutahya,TR.KU,43,43,TR333,TU43,583910,11875,AG,çavdarhisar,cavdarhisar,cavdarhisar
